actual_time,area,num_people,date,time_index,kind,area_type,num_people_prev_1min,n_eff,wait_time_min
2025-09-14 03:37:00,A,0,2025-09-14,217,actual,checkin,0.0,0.0,1.5
2025-09-14 03:38:00,A,0,2025-09-14,218,actual,checkin,0.0,0.0,1.5
2025-09-14 03:39:00,A,0,2025-09-14,219,actual,checkin,0.0,0.0,1.5
2025-09-14 03:40:00,A,0,2025-09-14,220,actual,checkin,0.0,0.0,1.5
2025-09-14 03:41:00,A,0,2025-09-14,221,actual,checkin,0.0,0.0,1.5
2025-09-14 03:42:00,A,0,2025-09-14,222,actual,checkin,0.0,0.0,1.5
2025-09-14 03:43:00,A,0,2025-09-14,223,actual,checkin,0.0,0.0,1.5
2025-09-14 03:44:00,A,0,2025-09-14,224,actual,checkin,0.0,0.0,1.5
2025-09-14 03:45:00,A,0,2025-09-14,225,actual,checkin,0.0,0.0,1.5
2025-09-14 03:46:00,A,0,2025-09-14,226,actual,checkin,0.0,0.0,1.5
2025-09-14 03:47:00,A,0,2025-09-14,227,actual,checkin,0.0,0.0,1.5
2025-09-14 03:48:00,A,0,2025-09-14,228,actual,checkin,0.0,0.0,1.5
2025-09-14 03:49:00,A,0,2025-09-14,229,actual,checkin,0.0,0.0,1.5
2025-09-14 03:50:00,A,0,2025-09-14,230,actual,checkin,0.0,0.0,1.5
2025-09-14 03:51:00,A,0,2025-09-14,231,actual,checkin,0.0,0.0,1.5
2025-09-14 03:52:00,A,0,2025-09-14,232,actual,checkin,0.0,0.0,1.5
2025-09-14 03:53:00,A,0,2025-09-14,233,actual,checkin,0.0,0.0,1.5
2025-09-14 03:54:00,A,0,2025-09-14,234,actual,checkin,0.0,0.0,1.5
2025-09-14 03:55:00,A,0,2025-09-14,235,actual,checkin,0.0,0.0,1.5
2025-09-14 03:56:00,A,0,2025-09-14,236,actual,checkin,0.0,0.0,1.5
2025-09-14 03:57:00,A,0,2025-09-14,237,actual,checkin,0.0,0.0,1.5
2025-09-14 03:58:00,A,0,2025-09-14,238,actual,checkin,0.0,0.0,1.5
2025-09-14 03:59:00,A,0,2025-09-14,239,actual,checkin,0.0,0.0,1.5
2025-09-14 04:00:00,A,0,2025-09-14,240,actual,checkin,0.0,0.0,1.5
2025-09-14 04:01:00,A,0,2025-09-14,241,actual,checkin,0.0,0.0,1.5
2025-09-14 04:02:00,A,0,2025-09-14,242,actual,checkin,0.0,0.0,1.5
2025-09-14 04:03:00,A,0,2025-09-14,243,actual,checkin,0.0,0.0,1.5
2025-09-14 04:04:00,A,0,2025-09-14,244,actual,checkin,0.0,0.0,1.5
2025-09-14 04:05:00,A,0,2025-09-14,245,actual,checkin,0.0,0.0,1.5
2025-09-14 04:06:00,A,0,2025-09-14,246,actual,checkin,0.0,0.0,1.5
2025-09-14 04:07:00,A,0,2025-09-14,247,actual,checkin,0.0,0.0,1.5
2025-09-14 04:08:00,A,0,2025-09-14,248,actual,checkin,0.0,0.0,1.5
2025-09-14 04:09:00,A,0,2025-09-14,249,actual,checkin,0.0,0.0,1.5
2025-09-14 04:10:00,A,0,2025-09-14,250,actual,checkin,0.0,0.0,1.5
2025-09-14 04:11:00,A,0,2025-09-14,251,actual,checkin,0.0,0.0,1.5
2025-09-14 04:12:00,A,0,2025-09-14,252,actual,checkin,0.0,0.0,1.5
2025-09-14 04:13:00,A,0,2025-09-14,253,actual,checkin,0.0,0.0,1.5
2025-09-14 04:14:00,A,0,2025-09-14,254,actual,checkin,0.0,0.0,1.5
2025-09-14 04:15:00,A,0,2025-09-14,255,actual,checkin,0.0,0.0,1.5
2025-09-14 04:16:00,A,0,2025-09-14,256,actual,checkin,0.0,0.0,1.5
2025-09-14 04:17:00,A,0,2025-09-14,257,actual,checkin,0.0,0.0,1.5
2025-09-14 04:18:00,A,0,2025-09-14,258,actual,checkin,0.0,0.0,1.5
